2011;32.0;1
2011;32.3;1
2011;31.8;1
2011;33.6;1
2011;32.8;1
2011;33.8;1
2011;26.4;1
2011;16.3;1
2011;35.2;1
2011;35.5;1
2011;38.0;1
2011;36.4;1
2011;27.1;1
2011;38.5;1
2011;34.8;1
2011;35.8;1
2011;32.3;1
2011;34.1;1
2011;28.8;1
2011;23.8;1
2011;29.8;1
2011;40.1;1
2011;28.6;1
2011;0.0;1
2011;0.0;1
2011;32.9;1
2011;27.8;1
2011;0.0;3
2011;34.7;3
2011;39.0;3
2011;30.5;3
2011;33.2;3
2011;34.1;3
2011;35.0;3
2011;36.8;3
2011;27.1;3
2011;31.9;3
2011;33.3;3
2011;35.8;3
2011;38.9;3
2011;39.0;3
2011;28.4;3
2011;31.9;3
2011;35.7;3
2011;36.6;3
2011;36.1;3
2011;38.5;3
2011;36.0;3
2011;36.4;3
2011;30.1;3
2011;34.5;3
2011;0.0;3
2011;0.0;3
2011;31.4;3
2011;30.4;3
2011;0.0;3
2011;43.8;3
2011;35.4;3
2011;35.4;3
2011;36.1;3
2011;37.4;3
2011;39.5;3
2011;39.7;3
2011;40.1;3
2011;40.1;3
2011;41.2;3
2011;41.6;3
2011;41.8;3
2011;41.8;3
2011;43.1;3
2011;43.9;3
2011;44.8;3
2011;45.0;3
2011;45.5;3
2011;45.8;3
2011;46.9;3
2011;47.6;3
2011;47.9;3
2011;50.1;3
2011;51.4;3
2011;51.8;3
2011;0.0;3
2011;0.0;3
2011;0.0;3
2011;24.3;3
2011;26.6;3
2011;22.3;3
2011;34.5;3
2011;27.1;3
2011;20.8;3
2011;16.0;3
2011;31.4;3
2011;25.6;3
2011;23.8;3
2011;23.7;3
2011;21.6;3
2011;21.6;3
2011;35.5;3
2011;27.7;3
2011;29.4;3
2011;19.7;3
2011;19.9;3
2011;14.0;3
2011;26.0;4
2011;20.7;4
2011;36.1;4
2011;11.3;4
2011;0.0;4
2011;32.2;4
2011;0.0;4
2011;27.3;4
2011;22.1;4
2011;0.0;4
2011;42.4;4
2011;45.4;4
2011;39.6;4
2011;31.5;4
2011;40.8;4
2011;44.0;4
2011;52.6;4
2011;49.4;4
2011;41.9;4
2011;41.8;4
2011;25.4;4
2011;39.3;4
2011;16.8;3
2011;40.2;3
2011;43.4;3
2011;38.8;3
2011;36.7;3
2011;39.3;3
2011;48.7;3
2011;41.3;3
2011;53.5;3
2011;37.9;3
2011;43.0;3
2011;40.6;3
2011;37.9;3
2011;0.0;3
2011;0.0;3
2011;43.8;3
2011;43.1;9
2011;0.0;9
2011;15.0;9
2011;17.3;9
2011;12.8;9
2011;7.7;9
2011;13.2;9
2011;16.3;9
2011;22.6;9
2011;27.2;9
2011;16.3;9
2011;17.0;9
2011;12.4;99
2011;9.5;9
2011;10.7;9
2011;11.1;9
2011;999;9
2011;12.0;9
2011;16.5;1
2011;16.4;1
2011;21.2;1
2011;15.6;1
2011;14.3;1
2011;16.3;1
2011;13.0;1
2011;0.0;1
2011;0.0;1
2011;15.3;1
